rc_seg_ids,mics_ids
72642769-39BD-37E0-5839-3073C7DC36FE-1,19218
A4577C3F-3FD0-5746-1785-C973D33D1AB7-2,19219
16370C17-85F3-0F56-8FB0-39A7AFFD06D7-1,19220
3F52A5C4-277D-578B-4B7C-339BF26A8960,19221
5F349DDB-1D02-8850-2A12-10D5A31A7B99-0,19222
54994045-94C2-8DA0-5D0A-705B054F2C73-1,19223
39C639A1-58F4-34FE-9914-322F718751A2-3,19224
51C6685C-187E-80BB-046E-3B3282A54DC3,19225
5F698FF2-1959-8713-2E35-4DB117E83919-0,19226
CE9E1E6A-5DFD-1A9F-723C-2B748C6F6A4B,19227
0F1447C6-1742-816D-02FB-3C18FE2531B9,19227
75A856AE-5139-2A9E-2C05-7E162AE14AF3-0,19228
621E21F5-4836-9602-170F-7F6CEEFB5E5A-3,19229
12A65640-06A2-0DBE-1E9C-5E995F818355-2,19230
7679AF84-7F45-7C6D-2765-618137948704-2,19231
2A5C074F-3AC8-2E6C-2D06-7288866C09A8-0,19232
56B96B42-4910-0F60-37EE-5099E93642C2,19233
3BC1ECCE-0CE6-6737-977E-1A50382E4CEE,19234
4DD9312E-8193-1D03-6527-41888F715E73-2,19235
485A446F-3039-577C-29A7-466BC6FA3EC7-0,19236
DF35CE53-36E6-42F6-2632-1AF00B1A0196,19237
7C74A042-8DD7-15F8-8B3E-77A3E6FDA731-2,19238
4BB85CB8-0664-03C5-74AB-096BC19F0DF0-1,19240
8A50DE09-57AA-4DD3-1342-146475D30C94,19241
5E2E704C-98EB-21EC-3759-1EC7903C99F9-1,19242
665EB482-2F0B-3907-7FDA-46DC6D1907E7-2,19243
74E506B0-98CD-31A6-0157-F59E70641366,19244
E2EA2785-157D-5515-72C0-62F678D62473,19245
78927FC7-A578-6E76-A0FF-2102B3731806-1,19246
45E712CD-6573-2FFD-51D9-A359B32568FF,19247
514F4C98-186E-26FF-8A06-125174FC3E61-3,19248
3940A7BE-A038-4074-4FA8-5FEC43D04F5C-1,19249
7AF23298-53FC-49DD-9E18-E9880A537695-3,19250
BCB568BD-0AEA-0CF1-8D13-9BE3687C89BF,19251
6F0E50CD-00E0-5DA6-35E7-6A8F24D95DB6-0,19252
E38AA3F4-7A4C-718D-45CD-678D2E828570,19253
0BB221AF-3286-2375-98AC-307B77531E56-1,19254
2579F0F2-428D-356F-355D-6246026441B7-2,19255
43EFBF4D-2E80-8940-39B6-18DAE955A544-0,19256
5A622E57-3DEC-0109-87C8-733C251C0A82-3,19257
380D46F7-98EA-1D65-6FCE-36920FA21B24-0,19258
51A4E886-A579-9C20-7658-6F89D8520A0A-2,19259
226D6675-0E42-79EA-7CDC-638D56525A72-1,19260
7C341719-569E-540B-1912-5FEEC5ED6FE1-2,19261
09CF422F-1A32-A382-3AF7-2DF8F5DD99B5-3,19262
01597811-85FA-99DC-5F05-17DF29E15767-2,19263
6030235B-1B9D-6A66-6532-584605E1A19E-0,19264
514F4C98-186E-26FF-8A06-125174FC3E61-2,19265
4B0B654C-6F0E-4F96-4B9F-0194FAAC0087-2,19266
43EFBF4D-2E80-8940-39B6-18DAE955A544-1,19268
9C3D0E44-7A21-7B62-5791-6263ECD21E55,19269
424434E1-316C-464F-25FB-24396ACD5CE9-2,19270
4E357EFB-9502-0380-1655-0BD6ACDF2381-2,19271
54994045-94C2-8DA0-5D0A-705B054F2C73-3,19272
7E0F5899-7C26-93B9-2DC1-26D659A95737-3,19273
08E25496-2EA9-2682-2D83-0CD354763B31-3,19274
695A2E09-7C3A-6C38-77C0-50C516C727FF-0,19275
220585D6-9DAA-62BA-8A3D-824109AD7E84,19276
7094D057-3536-72CD-8BA1-6793CA593428-1,19277
605D70AF-7191-17B0-0F05-022B05171021-2,19278
361BFB2D-0030-44F1-0162-3C038C6B4A31-3,19279
3FE1266C-7F25-0712-327A-47C3B0D706D4-3,19280
6F0E50CD-00E0-5DA6-35E7-6A8F24D95DB6-2,19281
7105FC7A-178A-803D-364B-B1B5EA898452,19282
293696AB-90E8-A59D-925E-2CF698CA39FE-3,19283
C9D5679A-5BF3-A4F4-1BAF-42FFC6346CDE,19284
6FD8584A-2B45-1789-1A49-2463EEA27065-2,19285
717CE202-8AE4-A281-9A07-5152EF0E6C8E-3,19286
45599FFB-42FE-40C9-4E4F-0E5956373D0B-3,19287
392602BA-1BED-16C0-00D0-7A5DB607389D-2,19288
BCF2656D-0E0F-9C54-7AB7-D6D8EB4E5C7F,19289
3BDF3893-6456-69EE-7678-2656C9FF7F1C-2,19290
140C5CEC-28B8-9672-31F6-65A1FE431599-0,19291
D535A9DD-4A1A-44B3-4F79-0F2EB9455767,19292
36220AAA-1594-4ACF-507B-93A60B123FCC,19292
6398C329-6A97-08A3-3416-749864F5790B-1,19293
62C4C5FB-90FF-A64B-070C-140F40C3476E-1,19294
3DE11718-3B5B-6DE3-86C6-5348B3A65542-2,19295
0F223988-498E-75BB-9B8B-5EBD4D207672-2,19296
65B18FA8-9BC6-8698-1DD1-504A42B38172-2,19297
1214CD07-62E8-4A6A-9B2C-766196235BE3-1,19298
52C3731A-6DEF-7C28-69F2-1ACE18259079-3,19299
222F4905-74BA-A126-3B56-1BB0E509689C-0,19300
1C0ABA55-53F4-77C8-6356-29F024F9518F,19302
0B121417-1A7F-14B7-9898-65F6F0253376-3,19303
25C0F97C-9893-5740-2F4C-63E8002B339B-3,19304
2BD12A5E-041E-15CF-9E84-4D7FFFDFA313-3,19305
654C6815-382A-5664-0440-6C715DF983D2-3,19306
59F8166C-64CB-6288-96CA-69AB09C89AE5-3,19307
D6CC9A1F-871F-9E51-3CCF-B15499449EA6,19308
7834DCBD-A6CA-4FC4-4C54-402A567988C0-1,19309
5F349DDB-1D02-8850-2A12-10D5A31A7B99-3,19310
45599FFB-42FE-40C9-4E4F-0E5956373D0B-1,19311
43C389A5-44CE-48F0-4A33-1AE2F77E54AC-0,19312
69052EDF-8CAE-A611-991E-3D0E2F6086B2-0,19313
06DEDC69-66EC-7FBC-753F-7FA598B2465D-1,19314
7C7780F3-8ABE-993E-1D43-35ABB84168BD-2,19315
06CCDE5F-A4C7-61E0-436A-A8D6189922D5,19316
5738E530-93E3-670C-572E-21108E2C67D4-2,19317
2140949C-3C51-4684-5A95-008BC80604E7-2,19318
5F379C70-471F-9832-375A-0C4FDB180F12-0,19319
A86C9B2C-39F1-4D0D-55FE-0123EF5F3CFA,19320
5E1AA465-64B2-0C7F-890F-54E4E4003C93-2,19321
33C73140-486B-052D-154B-058D6EF1182A-3,19322
054F3563-441C-6E32-16D2-7954BC68442A-2,19323
57AE162C-1929-7086-6FA4-7246C2042B12-0,19324
424434E1-316C-464F-25FB-24396ACD5CE9-0,19325
5FEC93E3-994F-3105-760D-3B5521C16E7F-2,19326
18C5D532-4D7D-87C9-8482-72A639BA5166-0,19327
4B5A7801-34B3-2719-2ED1-715600D855A4-2,19328
ZIP-85,19329
9A040B91-7519-7E6C-2FE7-AA5398021B27,19330
3B1527AD-62EF-729D-842C-A48124F66D16,19331
54C93902-0661-4669-5A56-629C8B2B52D9-3,19332
7DC4AFED-0D54-11E6-8E15-41076D5036DD-2,19333
26FDB18D-758B-5FCD-5ECB-4ABCA1FB6C7B-1,19334
4A073BB3-76A2-9478-2E1C-060123766E43-2,19335
57AE162C-1929-7086-6FA4-7246C2042B12-1,19336
452BB966-5662-3190-509A-70857DC1001E-1,19337
2DF4881B-8203-91C7-2D04-D5BA78544E35,19338
0EB3F826-7AD6-74BE-5AF0-7F2F3B3014C8-1,19339
3CCE5BFA-A085-933F-14DE-2B946D757856-1,19340
9231F339-396B-708B-2892-8DF56A637088-3,19341
6BF4E835-7D13-0DBF-9C22-65A727ED566D-2,19342
2830CADE-6560-495F-25F5-0CD7692B641C-1,19343
697B6887-33F7-4530-0F7B-207804CB9478-1,19344
3DE11718-3B5B-6DE3-86C6-5348B3A65542-1,19345
F4FA7034-51E4-4B83-9198-34C058CE1FAF-2,19346
54994045-94C2-8DA0-5D0A-705B054F2C73-2,19347
4D1BA3D5-461A-218A-9CEB-582A17545F9A-3,19348
4058DAB3-7960-977B-5C8B-D9F32DE91F8F,19349
FBBB4237-0186-1A5C-30C8-31B626539A24,19350
08340E53-6C7C-945C-3FE6-0DD913FE3BF4,19351
DCC29A28-21AE-A1C4-4EBE-D1D243A23250,19352
1CBF5C58-6504-8F26-564D-747591696E0D-3,19353
40D21190-3691-9342-116D-FE5D212A02C0,19354
79F2D143-36D5-094D-4781-559271E93F33-3,19355
0999CC21-60CE-0E8E-27B7-3ECBBA4A9519-2,19356
695A2E09-7C3A-6C38-77C0-50C516C727FF-2,19357
6E954B21-55B5-0F1C-0C44-0B2C334B56A4-0,19358
2579F0F2-428D-356F-355D-6246026441B7-0,19359
66094E20-1348-4348-497F-B582BAC1539F-3,19360
EBC0CE09-3B07-8329-242F-85A1805B7AD6,19361
34D90B9E-97C0-0DFD-4EB0-6F7BEB2015C2-1,19362
2B6F852B-3948-1DAA-9F11-2534B7BF42D7-3,19363
F055D09E-9534-98CE-4A32-5896A4529E4A,19364
5A80B877-8AAC-8C1E-7CD1-4682E7C68498-1,19365
0A17ECDA-870B-8900-72CB-FE299A594277,19366
5B59BDE1-2540-53D3-4B11-2A67207009CD-0,19367
05F6476C-79DE-4DD5-72F5-9D593E2A2E8F,19368
24F84D69-9F90-686E-4EEB-10094F8D3D76-2,19369
54994045-94C2-8DA0-5D0A-705B054F2C73-0,19370
9E8FA5E3-5DF1-4091-A034-10E6AB6A44B6,19371
2830CADE-6560-495F-25F5-0CD7692B641C-2,19372
BC42352E-5C37-6280-347C-2C58356C7BC8-1,19373
35EE05CB-4F4B-9EA6-2051-7E493F183C90-3,19374
15FEA765-1CE9-7B67-7AC1-61EF9063617E-3,19375
43A69550-19B6-A15D-9685-7CAE7D770B56,19376
2F5BFBD8-59DB-9482-9039-11DD3B061CEB-0,19377
60759E67-6BE2-8887-23EC-10D67A302FE9-0,19378
7DC4AFED-0D54-11E6-8E15-41076D5036DD-3,19379
A4577C3F-3FD0-5746-1785-C973D33D1AB7-3,19380
17153BAF-2826-7261-3116-4AA65BC77AC8-1,19381
ZIP-64,19382
919B0409-42DF-3D3E-1E74-0652BCB837B5,19383
4B5A7801-34B3-2719-2ED1-715600D855A4-3,19384
4E7107BC-93DE-3708-4CDE-76AC68AE1351-2,19385
ECE7B8B1-1FF3-0567-29D3-391AA4CB74DF,19386
63E0EFBF-0A24-8C56-39AC-029A0C80070F-3,19387
245E1190-3484-58B4-7F6A-626A0C343C7A-2,19388
4F12C6C8-7E50-438D-70E5-5371FDA20B51-2,19389
ZIP-46,19390
7DC4AFED-0D54-11E6-8E15-41076D5036DD-0,19391
6F0E50CD-00E0-5DA6-35E7-6A8F24D95DB6-3,19392
32F55DDE-95D6-0D4B-68BB-00D7A1707320-0,19393
54C93902-0661-4669-5A56-629C8B2B52D9-1,19394
3FDC59CB-7A50-2C93-9E48-36EC33E27573-2,19395
6FD8584A-2B45-1789-1A49-2463EEA27065-1,19396
E0665221-6040-224B-4246-84D3A2B14995,19397
6B4C8230-2D8C-29D8-159A-0492C9FB360B-1,19398
F1D031EA-311B-8868-128A-FF6EC60D51F7,19399
64FC4E21-48B8-2716-53A6-69DDFBFE4C1F-2,19400
62D172C8-39BF-333F-42C9-4F3D9E924169-3,19401
3F58414E-5F09-2547-32BA-7DAF276E89A9,19402
16422CFC-5EC8-2DE5-8B78-4B07091571CB-2,19403
6BDBCC45-63AB-6D5C-35DD-2C522B4318F1-3,19404
55BB32A5-2F08-A7BB-3276-3108E1439FB7-1,19405
7DDAB282-86B7-44C4-410B-433E1FF1A3CA-0,19406
23BC817E-4D60-0549-9A03-77ACCBF52C89,19407
08E25496-2EA9-2682-2D83-0CD354763B31-2,19408
826ACFD3-9DFB-906E-3C9D-5D0DA18C5AD4,19409
C3FDFD85-48F1-2E33-8A3A-6BF635362998,19410
128FBCD3-A156-85F1-2638-5E231B6A2CCC,19411
9DF973A7-847C-6594-531B-E07E8F542DE5,19412
0170444F-979F-6072-512E-3BB699CA270B-2,19413
260029AE-839D-A22F-1530-1252F65A6120-2,19414
4A6AD0C3-7D36-2A43-5B42-27AACA9D8781-1,19415
38400CE4-7F6E-72CC-8F31-5736651823AB,19416
2CCFDD36-73E0-357C-41AF-208C5AD07A18-2,19417
308634A2-7F95-023D-702B-4773ED40781D-3,19418
1A508509-3679-7B67-3420-03EB9AD43D91-0,19419
033AFA3A-79F1-40A3-1961-1FB5EE589E51-0,19420
21CD22E0-6B45-35EF-0E99-2CB3073C7C31-2,19421
42D30683-47B1-5881-203A-472188F34B50-0,19422
1E4E2D7C-0039-2712-5F81-185E35815BFA-3,19423
782529DF-376A-56D2-3F96-34CC5B2A8FAE-2,19424
04633D6E-6FB4-47A9-A112-5017C0BD8EE9-2,19425
7A0A693E-4FDF-61BB-8A12-300E346E2FBB-1,19426
ZIP-62,19427
715694F3-7CA4-154C-3223-65C3B71A1061,19428
6F33AF3C-9075-8FCD-8BDB-339C3BAB2BDF-1,19429
29C43A2F-3A1B-3140-63A7-44E084996F31-2,19430
01D923DB-5DA1-4CEC-630F-787632251F55-1,19431
45D40B69-453E-2330-5983-03844BA62C28,19432
D73D2F92-6F79-8E8A-71E3-E53BCF756E7E,19433
ZIP-59,19434
C14115EF-6302-3F76-9938-DB4157B492FE,19435
754F9AE1-21F7-4FDA-067C-1E85E49F5949-3,19436
649DBEB8-2320-04FB-139C-987C4520565F,19437
8155D748-9EDB-40A4-2FC0-EFF92F199847,19438
596EEC57-98A2-6453-0F3D-4C9014613EC3-0,19439
4CB2C76F-35C4-390E-191B-4F9F8BBC487D-2,19440
15B9A6B2-1024-758E-1056-11C0C9172329-2,19441
18BC569A-8E54-0A78-6F75-06040DB5897F-0,19442
6CAF0789-49FD-36BF-102D-0BC083A95960-2,19443
4A1D8742-7874-400E-759F-0EB637B87E57-3,19444
3766C1FF-1679-2E40-352E-245B9726441E-1,19445
4472703D-226A-1E2C-4846-9B509663208E,19446
3BC22738-2F56-08D7-0C06-41103A480EA3-3,19447
081A1868-4263-04A7-17AF-6F8713D34F7A,19448
2DD6F862-1C6F-44A7-990D-6CE287A811AF-1,19449
2ADEBA1D-0AE8-1C5F-1DE4-01F3B4C71A99-0,19450
7C429802-32CB-23D7-32BB-2D0F014C7026-0,19451
C6FE2FDB-A16B-9AFB-38F0-4C2CDEE20CEA,19452
0487E3EA-1351-75D8-3F1B-38F6FD1466C0-2,19453
3FAB2EB5-9F94-1150-A1D3-5B1535812467,19454
45715D7B-8F2F-A36C-4A0C-0618E16A3C26-1,19455
782529DF-376A-56D2-3F96-34CC5B2A8FAE-0,19456
5639B756-A735-3251-249A-6B194E771989-1,19457
370B9A05-278D-32DE-64F8-720F1E140A01-2,19458
3203022E-7A95-73A3-7CF1-0B6280F590DA-2,19459
120F98E0-A0BB-1FC5-6DCF-4BC4AC110881-0,19460
2289875E-8306-08BB-9902-35955E1D6CDC-0,19461
8AD18DC6-12BC-6296-2D8B-6730D1BC7447,19462
5CEF5F73-4512-6137-643E-7996A7C02DC3-2,19463
33E922D7-48BB-4F86-9CAE-720CD2635A34-3,19464
222F4905-74BA-A126-3B56-1BB0E509689C-3,19465
81E3F545-7995-917D-5D97-3D8737FD7913,19466
6EC0DA65-4DD9-8E4A-9D54-19C13D558203-1,19467
B63B41F4-2778-42C7-8BCA-BEF3DDCC5ADC,19468
41EAE503-770F-0C30-0458-0F00CCD87B4C-0,19469
2636B7A1-9BFA-323D-72B2-6E425D3D6270-1,19470
2C6D5257-41BC-65DD-6900-331449591846,19471
B53A7044-7D5E-154D-9A51-E8C63F947E29,19472
ZIP-90,19473
41853591-9E3F-5EA5-3DBA-73C925D85132-1,19474
3FE1266C-7F25-0712-327A-47C3B0D706D4-1,19475
1CEB6B88-7B64-96AA-6503-31C669AE7986-1,19476
5B22A2B7-6D91-17D0-0E06-2487EFA90CA5-3,19477
59F8166C-64CB-6288-96CA-69AB09C89AE5-2,19478
33E922D7-48BB-4F86-9CAE-720CD2635A34-2,19479
25F75794-24C1-13BC-7B4A-328F276640B4-3,19480
578CFF46-85C2-4C4C-2B7E-2298E70E80CE-1,19481
60942380-4755-07C0-1B2B-62FD12BD5792,19482
E49AA3E2-46A0-A100-9080-9843C2734953,19483
ZIP-75,19484
5A4BB48D-A49D-302F-9850-603E0D238F98-3,19485
1E35D29D-11DD-57D4-62C8-578540FF7B9B-2,19486
5BF3C8F4-0902-659D-8453-454355A08A40-0,19487
352244F8-2709-7B0A-97F1-787439B524D7,19488
473FC9C1-10D9-5931-892B-46C5A4E55D2D-2,19489
0245359F-2319-8476-1B29-04E890154066,19490
2DCEC79C-8972-3975-02B6-702367F63F97,19491
1CBF5C58-6504-8F26-564D-747591696E0D-2,19492
0C248EC0-4EF9-88E1-1D87-6FF4204987DF-2,19493
B5B9ED33-2632-0967-9D2D-18A96A15640F,19494
5B59BDE1-2540-53D3-4B11-2A67207009CD-2,19495
599B2186-9450-66DE-1FDC-1F506483117E-3,19496
4FADB145-8D6D-61C6-83DD-BA2237765368,19497
DBEB59D1-283B-2816-4782-AD2591F55D09-1,19498
2DD6F862-1C6F-44A7-990D-6CE287A811AF-2,19499
1D3CCA03-876B-62E8-7DF6-0DE62C11006E-3,19501
35E0C00E-2115-9B28-621B-0FA492FC6C26,19502
695A2E09-7C3A-6C38-77C0-50C516C727FF-3,19503
ZIP-41,19504
ZIP-88,19505
3E5D515A-2A3A-562F-82F1-17F702E6359B-0,19506
767B7DD8-7AF2-8A55-8848-031A4DF331B5-1,19507
0D73051E-0276-0F5A-52C9-2746B5F5A17C-3,19508
2F6C4AD6-86A8-2973-A1C8-92AE10B83A5A,19509
3766C1FF-1679-2E40-352E-245B9726441E-3,19511
0E419E56-2ECF-8D75-27CA-25DA04A76BE1-3,19512
530991F2-4A7E-687E-1F7D-62996F73397A-3,19513
55059EFF-345F-1223-6F76-4F710DCD9AB9-1,19514
2289875E-8306-08BB-9902-35955E1D6CDC-2,19515
5C65F5CC-2080-5C8A-720C-53D8811E44FB-0,19516
810D1370-397D-2E7A-68E7-0D5A34848B3C,19517
8DE03EFA-9997-8DAF-A204-45FD9CBD9E66,19518
44624150-4E1B-0128-644C-CCADBE363D90,19519
25F75794-24C1-13BC-7B4A-328F276640B4-1,19520
6BDBCC45-63AB-6D5C-35DD-2C522B4318F1-0,19521
0993BF8F-39F3-2A5B-3A8D-2391B81159A9-1,19522
02D33F1D-95D9-29D6-54F0-793F25BA5429-3,19523
7A981442-7348-639D-7056-2F6735CF798F-2,19524
DA934806-2430-753F-5FB5-AFB06A0B5692,19525
119E046C-180C-2314-8B61-5724C7903BD6,19526
38EE623F-06DB-8576-68AF-69A0EB5D6ECF-0,19528
293CE2A6-38DD-73B0-44D0-7D475F0A2B1A-3,19529
18B62133-5A71-3EF1-814D-0BC99B69462E-1,19530
20E76B49-A711-864A-4182-4A2CDEE9047F-3,19531
58F16160-10C6-965D-40E5-3F6DC55A44E1-0,19532
808331BA-6B41-3DFE-3451-A70C459600C0,19533
18C5D532-4D7D-87C9-8482-72A639BA5166-2,19534
33B92256-92C1-4537-292A-A38BC9EF7753,19535
7AD9EDA1-166B-5F18-761F-0341E5836090-3,19536
434AA506-210A-5578-5C3B-23F6AB3A4F79-1,19537
B97D73E3-4DE4-7F8F-62CA-17E2AC86924A,19538
568D7A5A-2B72-7440-71E1-537CD62C425C-1,19539
0820DA8B-29D7-4220-0A6D-581D46935384-2,19540
E497876F-6EFC-991B-5858-A7089A1D2E44,19541
58F16160-10C6-965D-40E5-3F6DC55A44E1-1,19542
ZIP-87,19543
0BCC3CC9-40FF-21C9-4A26-07E862EC7881-2,19544
71AAC2CB-8888-A4DF-7339-61E16A7C36C1-3,19545
2E7FDDD9-A0C4-9FB4-8E8E-7648FDEC448D,19546
63A746E8-4333-2F43-7DF2-B9C0E36FA3B5,19547
3CCE5BFA-A085-933F-14DE-2B946D757856-3,19548
4DD9312E-8193-1D03-6527-41888F715E73-3,19549
353D8909-0B78-4413-3F23-46F478DF6FD7,19550
624E8647-9E45-9380-8BFF-04F2148B9797-1,19551
55775BFB-920A-5D3A-3CE0-22F649EA18F4,19552
201AED52-49B0-8EE5-1B00-63DB5D6C96FA-1,19553
7C259EA2-A317-29C0-1163-1E68AE597FB2-0,19554
304D93D4-35C7-2B8A-58F0-EAA8F47DA5D2,19555
288D8ECE-2274-2F2A-4A1D-508DBD618B4E-3,19556
5C65F5CC-2080-5C8A-720C-53D8811E44FB-3,19557
50286B44-8E88-0CFE-83F6-394E4FB561F0-1,19558
0487E3EA-1351-75D8-3F1B-38F6FD1466C0-0,19559
48F90EF1-42F5-3365-99FE-B96941284481,19560
B9005481-6715-681B-9799-6D30A9BD9BDA,19561
2DAE03B1-640A-7864-040A-6F8BA05B4367-1,19562
3F80069E-967E-542A-70D3-28410628968E-1,19564
68843C6A-8982-6E34-752D-6E1B87BA41CA-0,19565
21C074D6-7530-0211-8D80-1C147BB602F4-2,19566
3B3AC1FC-439C-0889-0DB4-46D2911B4DDF-3,19567
F6CECD8C-373E-52BF-8DBA-B40AA3491390,19568
DB09E74D-3BE5-10FA-3354-CC5B1B7C1D42,19569
6B4C8230-2D8C-29D8-159A-0492C9FB360B-3,19570
1E4E2D7C-0039-2712-5F81-185E35815BFA-2,19571
27312AE2-1837-5312-7B57-2B126B8487F5-0,19572
576D5B97-5750-60AE-9EF4-6635775F15A2-2,19573
D2C6CA4A-6720-7C14-0BA4-2734470A0349,19574
50EA01D4-317A-3A6D-21E4-4A5E336C9FE8-3,19575
3871E541-6E53-5B34-08DA-271CF77F0E14-3,19576
72642769-39BD-37E0-5839-3073C7DC36FE-0,19577
AB5189EE-902D-60ED-A009-89D1F9EB3FB3,19578
78A0DDF1-75EA-58D3-698A-23F6F8FF2121-3,19579
6BF4E835-7D13-0DBF-9C22-65A727ED566D-3,19580
25A72A8E-1B74-6BAA-57AB-39EE3DBD2293-1,19581
DE3D1281-011E-53F6-6BBE-A169907E7EBC,19582
ZIP-15,19583
3807068E-9844-9EEF-5647-7EFAA0BF170A-1,19584
605D70AF-7191-17B0-0F05-022B05171021-0,19585
37267B04-0AAE-88AF-8305-0C95BD045B8E-1,19586
561D968A-289D-674E-3D31-261078C08E6F-1,19587
739A273D-870F-5727-3C61-455A1AD60A9C-3,19588
46E51778-520D-9DA0-4E9C-4FFB73A11742,19589
43FC36D3-9621-5E64-A62B-1D7808206F93,19590
40699E9B-1740-279F-9287-2F83175C08F7-2,19591
2575B1B1-3074-32A0-79E2-60940BD0197E,19592
0EE85731-1A30-4EA9-343A-108F0ED62D1C,19593
52C6D283-7CA4-28CC-A085-7B5023680ACA-0,19594
66094E20-1348-4348-497F-B582BAC1539F-1,19595
4314A6C1-3DD3-42D2-6ECE-2A16569F2B98-1,19596
266FCA04-8870-A4B7-5841-0BBBE4715838,19597
5E1AA465-64B2-0C7F-890F-54E4E4003C93-1,19598
B1A1EAEE-274C-34DB-8F14-24211EA03DDC,19599
ZIP-44,19600
60759E67-6BE2-8887-23EC-10D67A302FE9-3,19601
ZIP-27,19602
508E287F-0824-8983-65CB-0979285E47CD-0,19603
0ADCFE4E-267A-7AFC-28A8-6790179245C2,19604
6398C329-6A97-08A3-3416-749864F5790B-2,19605
67FB5BCC-61E8-7477-79FB-4628F46619C5-1,19606
5ADD0D78-70F0-41CF-3CEB-43F6FBB84E6B-3,19607
66611112-8D27-9477-798B-E639FFBF7E3B,19608
E2E90624-4B97-7715-1F1C-5BC194BB288E,19609
180540AA-1703-4160-4770-504FD6232586-1,19610
4A6AD0C3-7D36-2A43-5B42-27AACA9D8781-0,19611
16112683-6C0A-8E8C-5A3F-7BBA49BC315B-2,19612
4D1BA3D5-461A-218A-9CEB-582A17545F9A-2,19613
632D9D96-6650-7D39-3385-144CBD3F4279-2,19614
AF47C36C-5189-4EA3-8D1A-4C24D6E24BAF,19615
8512F612-4204-401A-7A8D-5DA0A38350F2,19616
7EA0CB21-01A1-26AF-5797-1A3DE5FF905D,19617
6232BB5C-1ACC-2BBA-174E-233E13810780-1,19618
C9F74E18-0D68-1BF8-443B-CA1DEB7D4646,19619
7DA57BFA-028F-3809-978E-7C65986E4FB2-0,19620
ZIP-76,19621
B9DF4B2B-4B37-4D77-78F4-09F873421024,19622
2534B57F-A73B-300B-926B-9F8982615EA4,19623
43C389A5-44CE-48F0-4A33-1AE2F77E54AC-3,19624
711F5EBF-78AD-8020-9CD5-3254474F65EB-1,19625
1796932E-22EC-7A9C-5CCD-0D1872DD692C-1,19626
BE4E1A66-64DB-166B-060E-38C402670A0A-1,19627
035EB7B6-9765-5EAA-2381-24979E7222CB-3,19628
97D50C9B-27BC-94F2-1F1F-851F4CBD7E52,19629
4D02A412-50D7-6182-474E-1D60D87D7F37-0,19630
7E4A8271-4550-9DAA-1929-17D73B9D8E37-0,19631
6B4C8230-2D8C-29D8-159A-0492C9FB360B-2,19632
53395183-8363-5550-2500-03F43A983450-2,19633
608EEAE7-5426-760F-4DEC-683046633240-0,19634
27EBCCE8-489F-5002-787E-17F0D1F85A22-3,19635
1262DAF4-79F4-8C61-9516-36397E7D73F9-1,19636
D0BE34EC-2358-62EB-1E46-C87B12326A36,19637
24F84D69-9F90-686E-4EEB-10094F8D3D76-1,19638
100AF8AD-56C1-A4A0-7E1A-6D85011F823A-2,19639
159E31D8-9CF0-1A8E-200E-1EBEF33AA13C-1,19640
45599FFB-42FE-40C9-4E4F-0E5956373D0B-2,19641
6F0E50CD-00E0-5DA6-35E7-6A8F24D95DB6-1,19642
3F54987F-034E-6616-9ACB-BE75FDE61ACD,19643
2FE89210-8ED3-8E5F-9012-522272FC7285,19644
4AABC328-3A86-1E96-77CD-1D8305B08EB0-2,19645
36A8FF7D-A0DC-1BB0-65B0-7FFACA0760CC,19646
41853591-9E3F-5EA5-3DBA-73C925D85132-2,19647
0208F991-A73A-9FAB-56AA-443B832C39AD,19648
5C71B2E3-508A-3FC4-9672-13631250409A-3,19649
155ED9F8-673D-5A76-7C71-37D700F94127-3,19650
523EFDC0-67A3-3438-A44E-73D09E23350B-0,19651
2F959998-3238-1AAE-9457-318656C26238-1,19652
BA782BFD-A308-2111-43B2-DA7BB8BA29AF,19653
2BD12A5E-041E-15CF-9E84-4D7FFFDFA313-0,19654
70D097E9-1F16-0DFB-1C13-0233A5BD1829-3,19655
797B6738-8AEB-2459-7CDA-D6624E3EA28D,19656
D4722A96-5D9D-3A87-8D07-800622FC787D,19657
E43AD6CA-0BA6-44EC-2E67-38EB30099649,19658
46B475E5-85CA-341E-58FD-2CB03DEF5D05-3,19659
52FDADBB-0A65-3470-A1AB-0D7B8FF10B75-1,19660
054F3563-441C-6E32-16D2-7954BC68442A-3,19661
093DDFBE-1FE0-36DC-9882-7E1C004C7077-3,19662
447F2BFC-4BE1-6127-61F8-13F1BFE56641-0,19663
014DE847-3B3B-4CFA-6569-751575DF930F-3,19664
8087A423-72FF-A4AD-78FE-C708565857D4,19665
1BF03F1B-16DC-4D78-A70E-448452D685D4-3,19666
68FA105F-8DEF-8ACA-6601-6164A6AD33B6-2,19667
13C14881-60E5-49D2-0DD5-5F3A722E810F-1,19668
5AAF7899-9AB6-2969-13AE-1DE593B9165D-1,19669
5F379C70-471F-9832-375A-0C4FDB180F12-1,19670
2D43C5FA-2553-02EC-3358-2CE0EF464FB0-3,19671
3C633415-136B-1957-9A11-C4A0676331D4,19672
057FD5B4-1088-9E1B-6C13-69E9DF092F76-2,19673
2F959998-3238-1AAE-9457-318656C26238-3,19674
3E1B23DD-0221-0A5C-1564-069331981D93-1,19675
5BF52A6C-65DE-4591-77E8-4588766A0904-1,19676
501688F4-6BF8-8935-1F1C-2E0A6ECE34A1-1,19677
