rc_seg_ids,mics_ids
7673034C-9362-2CE7-8E82-69B281134C0C-2,19678
ZIP-56,19679
3927DB9B-08F0-67EB-4B47-7426D9FE5F8B,19680
608EEAE7-5426-760F-4DEC-683046633240-2,19681
36127BD9-1C1C-4CF4-948E-F3CDE4C40305-3,19682
54DF9284-A5E7-90F8-19E9-7DE7F1BF3C1B-3,19683
18BC569A-8E54-0A78-6F75-06040DB5897F-3,19684
9C9C1CA4-542D-9839-4985-03E21D0A4671,19685
913D75F2-454F-828B-A602-451E64454249,19686
58ADB93D-8F51-91F6-7B37-6FA080B4A0F7-2,19687
80595028-A628-84E1-6534-27E0187B6835,19688
5A4BB48D-A49D-302F-9850-603E0D238F98-1,19689
55BB32A5-2F08-A7BB-3276-3108E1439FB7-3,19690
ZIP-79,19691
2D43C5FA-2553-02EC-3358-2CE0EF464FB0-2,19692
54F23250-45D8-34E5-1742-7939455C87E8-2,19693
2F63B8AB-2869-9E2E-24C3-538ED6BE39A3-0,19694
FB0EFE35-817A-657F-0373-AFAEF0173B24,19695
77C4EC57-73D2-80D3-0CED-0B3DB3E24B7C-2,19696
11E580B4-89DD-2035-9135-096392918537-1,19697
5FEC93E3-994F-3105-760D-3B5521C16E7F-3,19698
02CBF3A0-254D-1C33-403A-5D3019D19BB1-1,19699
925E258C-A5B5-5D71-8476-5A6901E980CC,19700
0EEC7F06-2285-581C-511F-0D5B632030FE-3,19701
3E9DA549-5C0E-66E9-3841-07A306878EB4,19702
4BB85CB8-0664-03C5-74AB-096BC19F0DF0-3,19703
5039D1D5-03FE-A04F-18D4-43AA57875E50-3,19704
20F863B7-154E-99B6-A307-559B2D472BE0,19705
7AD9EDA1-166B-5F18-761F-0341E5836090-1,19706
7C259EA2-A317-29C0-1163-1E68AE597FB2-2,19710
7C429802-32CB-23D7-32BB-2D0F014C7026-1,19711
ZIP-21,19712
683A4E41-189C-1F24-66DD-619C6BCB98D1-2,19713
8B236BB0-4FAB-5292-068C-A418F2636F36,19714
4B0B654C-6F0E-4F96-4B9F-0194FAAC0087-1,19715
4DD9312E-8193-1D03-6527-41888F715E73-1,19716
5E6B6032-A5B7-27DC-7BD7-23E2484D06E3-1,19717
E31780B5-5A13-0B71-7571-54FB4728A770,19718
34D90B9E-97C0-0DFD-4EB0-6F7BEB2015C2-3,19719
2F63B8AB-2869-9E2E-24C3-538ED6BE39A3-2,19720
F3AD6D22-06FB-2B07-76F6-4769BB0386EB,19721
50DFCE4F-6B2E-49D5-64B5-D227107F5C7B,19722
78EEDEAF-3108-64F9-8644-5AAD828E7926-1,19723
13C14881-60E5-49D2-0DD5-5F3A722E810F-3,19724
26FDB18D-758B-5FCD-5ECB-4ABCA1FB6C7B-0,19725
53395183-8363-5550-2500-03F43A983450-0,19726
749ADE23-49F1-129C-6083-7474376122B7-1,19727
424434E1-316C-464F-25FB-24396ACD5CE9-1,19728
1DB1389A-7D97-9F8B-2FCD-7C0848277D3A-0,19729
0740A19B-3DA6-A27D-6A6E-2351CA2B3BF4-2,19730
BD8C5C16-3832-105A-A52F-FBCBBC5110EC,19731
0E90717B-0657-7B4B-7FE4-3A57557027E1,19732
ZIP-17,19733
3DA1F42A-1521-1FF3-4148-4E8C34C519C9-2,19734
3A78380E-0384-4D64-3C26-124BDFD847C8-2,19735
DBEB59D1-283B-2816-4782-AD2591F55D09-3,19736
6CD67344-91FC-564C-7C9F-D3035A6258C0,19737
413E6A6F-875E-3BC5-30C7-7F33500E4D11-2,19739
345CDA27-783A-3D63-17B5-76118F5960AA-3,19740
288D8ECE-2274-2F2A-4A1D-508DBD618B4E-0,19741
15B9A6B2-1024-758E-1056-11C0C9172329-3,19742
0D07C869-1312-8928-271E-7B286C407E06-3,19743
874DF927-108E-9C02-8C26-1780AD747526,19744
65E73C5C-85C7-268E-7EB3-24DAB2A61557-2,19745
132BB550-A6C4-5902-8B22-6818E7172FE7,19746
452957DD-8D0C-1592-3A81-D88C535E8944,19747
7AD9EDA1-166B-5F18-761F-0341E5836090-0,19748
473FC9C1-10D9-5931-892B-46C5A4E55D2D-1,19749
32F55DDE-95D6-0D4B-68BB-00D7A1707320-3,19750
1B6C4297-268C-36FF-2BD6-B9AE9B6F8A54-2,19751
52FDADBB-0A65-3470-A1AB-0D7B8FF10B75-2,19752
19C45409-0D7D-279F-66F0-45576E6F68D9-2,19753
5430FE07-0F33-633A-22A2-58FECB867570-2,19754
61B88B4E-4915-14A7-985F-4DA7BECD8B10-0,19755
24F84D69-9F90-686E-4EEB-10094F8D3D76-0,19756
60724596-0474-1016-A025-7602D6E885AA-1,19757
10B9CA9B-3257-6466-A16F-5D34C59F2E7A,19758
47CF2F7D-993E-4CD4-27B3-01AED8B1629D,19759
52AD5996-9B49-8C72-7E3A-04D3C129063F-3,19760
A7C013F1-3196-252A-09D5-B5CC3A2E4F63,19761
CD1EB0D1-1455-7FFA-4DAF-C75A55C831FA,19763
5FA13243-8332-5248-059C-2E9D17E656AF-1,19764
E2267ADC-749D-3E23-8898-68B2A12C44DF,19765
12A27402-26BD-1C8E-4A64-65B449240A7B-1,19766
ZIP-34,19767
308634A2-7F95-023D-702B-4773ED40781D-2,19768
ZIP-18,19769
744F4E60-5F1A-6AF3-79BC-EF4EB4062496,19770
E0D31E04-646A-1F5F-1F9A-3BD3EBBC6080-1,19771
632D9D96-6650-7D39-3385-144CBD3F4279-3,19772
3F80069E-967E-542A-70D3-28410628968E-2,19773
5C65F5CC-2080-5C8A-720C-53D8811E44FB-1,19774
F4FA7034-51E4-4B83-9198-34C058CE1FAF-3,19775
4D02A412-50D7-6182-474E-1D60D87D7F37-2,19776
8AC822AB-495E-96A2-5109-585FA9F685BC,19777
3A78380E-0384-4D64-3C26-124BDFD847C8-1,19778
E0D31E04-646A-1F5F-1F9A-3BD3EBBC6080-2,19779
26CE6939-54A6-1AFF-764A-32C58E545F3D-0,19780
523EFDC0-67A3-3438-A44E-73D09E23350B-3,19781
3A0F9B31-5891-0BF4-22C3-1D0E327828DE-1,19782
FCE6715F-0796-8709-82C7-B91D5FD09B06,19783
097FDC51-7F2B-02F9-9D48-1D7068F211DF-3,19784
0EB3F826-7AD6-74BE-5AF0-7F2F3B3014C8-0,19786
6600076E-252C-99CE-9A65-38E172B9687E,19787
1BF03F1B-16DC-4D78-A70E-448452D685D4-2,19788
0B559289-54FE-6696-2D31-3F4727D51BD6-3,19789
8E4240E7-9F88-883A-89AE-D8CF5E867043,19790
1082AED4-8B63-5CBE-537B-60143FDF0E2B-0,19791
739A273D-870F-5727-3C61-455A1AD60A9C-1,19792
599B2186-9450-66DE-1FDC-1F506483117E-1,19793
33C73140-486B-052D-154B-058D6EF1182A-2,19794
775F97C6-8098-5F73-8BA0-451258C78F38,19795
FD0F8E33-8E85-0EA5-0891-D95FAC412F64,19796
010AB93C-A5C2-3316-365D-5A08E7109AE5-0,19797
6EC0DA65-4DD9-8E4A-9D54-19C13D558203-3,19798
F3E4D207-146A-7291-1D76-1AA47E50A07A,19799
36127BD9-1C1C-4CF4-948E-F3CDE4C40305-1,19800
5F964B08-8440-4E78-14A3-4240C6FF6BAD,19801
568D7A5A-2B72-7440-71E1-537CD62C425C-0,19802
85958BC6-310E-97EB-287C-C584E7777B3C,19803
1262DAF4-79F4-8C61-9516-36397E7D73F9-3,19804
7C341719-569E-540B-1912-5FEEC5ED6FE1-0,19805
B1E33101-916A-1619-3B33-BE63EB835D64,19806
2D4CEA2E-2F2D-392C-60AD-1F669D06775F-3,19807
231B6A24-7816-9A98-153C-332BCB6C89C8-0,19808
4F8C5944-17FB-052A-3FB1-328E638B589C-2,19809
4F8C5944-17FB-052A-3FB1-328E638B589C-3,19810
2C9F4641-2972-2984-4A08-0679F10A0C6C-2,19811
1CBF5C58-6504-8F26-564D-747591696E0D-0,19812
68FA105F-8DEF-8ACA-6601-6164A6AD33B6-1,19813
0C248EC0-4EF9-88E1-1D87-6FF4204987DF-1,19814
1791D275-317E-5852-1949-2F5E6A6937D5-2,19815
097FDC51-7F2B-02F9-9D48-1D7068F211DF-2,19816
6E2FA54B-9420-6D9A-5E42-2C9900520496-0,19817
0A58FE1D-7F62-2404-8868-EA24110E6477,19818
608EEAE7-5426-760F-4DEC-683046633240-3,19819
7C429802-32CB-23D7-32BB-2D0F014C7026-3,19820
A0FB8FDD-32AE-680E-64DB-4936BFF18816,19821
2FE852ED-A56F-8BB6-2810-7F4699BD1030-3,19822
3436447A-82AF-2856-4DE4-192620869842,19823
65ED064A-7856-6669-07E1-0148BDE45A8C-3,19824
6FD8584A-2B45-1789-1A49-2463EEA27065-3,19825
0DA0BCC6-7AD2-6A25-40EE-28992B4B0C24-3,19826
ZIP-26,19827
3E6F5BEA-76FD-10D1-3034-76B8F8AA7B2B-3,19828
1D3CCA03-876B-62E8-7DF6-0DE62C11006E-2,19829
ZIP-81,19830
4B0B654C-6F0E-4F96-4B9F-0194FAAC0087-3,19832
78927FC7-A578-6E76-A0FF-2102B3731806-3,19833
60724596-0474-1016-A025-7602D6E885AA-2,19834
A4577C3F-3FD0-5746-1785-C973D33D1AB7-1,19835
6295041E-A639-0443-6C59-137DD1977F61-1,19836
20DA718A-333D-220E-83A0-F2FF78BF980A-1,19837
EA284428-0C05-85FA-3405-6955B3DC8D5A,19838
501688F4-6BF8-8935-1F1C-2E0A6ECE34A1-2,19839
70CD25C9-0C5C-59E8-90ED-C2B99DCF4A90,19840
6E651330-92B7-19B8-4BC4-6F747A810E50-2,19841
0CE430DC-82D6-0ADD-500E-5CC2758C7F16-2,19842
ZIP-10,19843
3E48ABCB-6470-864E-9FB1-07CB9F3C4AAC-0,19844
34172149-2178-5BAA-9739-7DC940EC4245-0,19845
7C904048-6D26-04E5-1153-BD92DF8C1F60,19846
2A5C074F-3AC8-2E6C-2D06-7288866C09A8-2,19847
697B6887-33F7-4530-0F7B-207804CB9478-3,19848
21C074D6-7530-0211-8D80-1C147BB602F4-3,19849
21148AEF-3CA9-3847-52BF-08E327461201-2,19850
660BE764-002F-25BB-73FB-6B87BA1C5A6F-1,19851
C5580A9F-21C8-3C3D-A0A6-27B565402D7B,19852
2D4CEA2E-2F2D-392C-60AD-1F669D06775F-0,19853
CD2B0AD2-0A06-57A0-0B68-8459E3F01019,19854
05580DF4-9784-8FBA-17B8-BE6A945D0846,19854
35EE05CB-4F4B-9EA6-2051-7E493F183C90-2,19855
E12083A8-7E0B-3079-6D35-EEFA5F8E2819,19856
5A80B877-8AAC-8C1E-7CD1-4682E7C68498-3,19857
4E357EFB-9502-0380-1655-0BD6ACDF2381-3,19858
0B121417-1A7F-14B7-9898-65F6F0253376-0,19859
4F12C6C8-7E50-438D-70E5-5371FDA20B51-3,19860
6C35B84B-170E-8507-06C8-30D2D46027A2-0,19861
49EE45F9-25D3-5D10-0F09-3AD8D6CF1B0D,19862
26FA5102-46BC-6FBD-000F-2D09F1A64E08-1,19863
10332FA0-4363-A3AB-5D3C-03316EF1625E-2,19864
ZIP-78,19865
F6BF6A4B-72BB-890F-28FF-E87A879C400B,19866
B5F0EC07-33DD-4B2F-69F4-83DDE64299D2,19867
0740A19B-3DA6-A27D-6A6E-2351CA2B3BF4-3,19868
62D172C8-39BF-333F-42C9-4F3D9E924169-2,19869
25E1594F-6A1B-8F2C-A187-2FE5A54645D6-2,19870
260029AE-839D-A22F-1530-1252F65A6120-1,19871
BE4E1A66-64DB-166B-060E-38C402670A0A-3,19872
ZIP-52,19873
1950D09E-880F-4619-218C-63BAE04D974A-1,19874
55059EFF-345F-1223-6F76-4F710DCD9AB9-2,19875
7AD9EDA1-166B-5F18-761F-0341E5836090-2,19876
22783FE5-1039-7530-7884-68B4F0428399-2,19877
26FA5102-46BC-6FBD-000F-2D09F1A64E08-0,19878
34172149-2178-5BAA-9739-7DC940EC4245-3,19879
67E77E56-67D1-7DE6-333B-D702F9DD066A,19880
62684AAF-61C3-1D0C-5EFF-7E3AC2ED05A2-3,19881
3B3AC1FC-439C-0889-0DB4-46D2911B4DDF-1,19882
7DA57BFA-028F-3809-978E-7C65986E4FB2-3,19883
035EB7B6-9765-5EAA-2381-24979E7222CB-2,19884
7834DCBD-A6CA-4FC4-4C54-402A567988C0-2,19885
3766C1FF-1679-2E40-352E-245B9726441E-0,19886
2140949C-3C51-4684-5A95-008BC80604E7-3,19887
1608F89B-9216-6E28-20B6-3D00035250B8-2,19888
3E6F5BEA-76FD-10D1-3034-76B8F8AA7B2B-0,19889
69DE0603-78F3-432A-97E0-34D1756F9819-0,19890
DBEEDE85-5D4D-997E-63E4-DB40A7D769F8,19891
F14EE888-857D-9DF4-459F-DF6E50618E21,19892
7A48495E-587E-49F5-78D4-42CC1B9A0949-2,19893
0B121417-1A7F-14B7-9898-65F6F0253376-1,19894
293696AB-90E8-A59D-925E-2CF698CA39FE-2,19895
7F30FDD1-2E73-19EA-874C-1D8C100A6CFB-1,19896
65B18FA8-9BC6-8698-1DD1-504A42B38172-1,19897
7094D057-3536-72CD-8BA1-6793CA593428-3,19898
FAADDF1B-1763-1523-0412-612995806ACF,19899
ZIP-57,19900
6232BB5C-1ACC-2BBA-174E-233E13810780-2,19901
81D49CBD-1D1B-6BEB-4865-D6E84EF81A24,19902
50EA01D4-317A-3A6D-21E4-4A5E336C9FE8-1,19903
2085A874-1C67-1A1B-78F2-37316D0A01CD-2,19904
3A0F9B31-5891-0BF4-22C3-1D0E327828DE-0,19905
223608C4-6BA2-18C0-7D46-4CB808633F67-1,19906
7A0A693E-4FDF-61BB-8A12-300E346E2FBB-0,19907
7A981442-7348-639D-7056-2F6735CF798F-1,19908
2B695E50-0A19-5982-9CC0-311FBE0028C2-1,19909
0BCC3CC9-40FF-21C9-4A26-07E862EC7881-1,19910
49F89043-0D0C-A350-60E3-6D5BFDC759DC-3,19911
ZIP-42,19912
27010C60-9872-A5EC-8711-A14622AA9E6A,19913
BE4E1A66-64DB-166B-060E-38C402670A0A-2,19914
79B2BA3A-8542-0A55-8758-111E5B8251AA-0,19915
B5CB7302-8740-2754-079B-05BCB685657B,19916
D21ED555-30E4-1EF4-11FB-DC3DF5B208FD,19917
6030235B-1B9D-6A66-6532-584605E1A19E-3,19918
277A28A8-8BA6-4BE4-8272-5158F3DF1677,19919
093DDFBE-1FE0-36DC-9882-7E1C004C7077-0,19920
7C259EA2-A317-29C0-1163-1E68AE597FB2-3,19921
769BBB10-5CE3-2066-491F-20A6257F59D0-1,19922
683A4E41-189C-1F24-66DD-619C6BCB98D1-0,19923
7D23A291-1A23-1A53-0DF8-ABDE6D1585DF,19924
3C022F53-5FFD-16B6-4C0A-39551F722D17-3,19925
7673034C-9362-2CE7-8E82-69B281134C0C-3,19926
12A65640-06A2-0DBE-1E9C-5E995F818355-1,19927
621E21F5-4836-9602-170F-7F6CEEFB5E5A-0,19928
3C022F53-5FFD-16B6-4C0A-39551F722D17-1,19929
12300CBC-1F27-32DD-6FC2-203B5B772A03-0,19930
0E1C1D17-843A-298E-111C-6DB3FD893F9A-1,19931
50286B44-8E88-0CFE-83F6-394E4FB561F0-3,19932
81922590-21D3-9C46-7263-71FC4D549CA3,19933
46336546-7147-0575-8FEE-02F5D19036BB-1,19934
508496BE-1298-4919-9A0A-5623B1539C3A-2,19935
3B1293DF-3ECC-8240-95A6-1999CA3E8C46-1,19936
3F3DEE2B-8D06-0998-A3B5-0C3FC1C2034A,19937
1FEFAE58-807C-7BFD-A40C-38B00CEB3C66-1,19938
6E651330-92B7-19B8-4BC4-6F747A810E50-1,19939
52C6D283-7CA4-28CC-A085-7B5023680ACA-2,19940
8A837FB7-0C60-6868-4952-FC4A82EB1E07,19941
ZIP-12,19942
15DB3DFE-015D-2F44-8B63-75C4DB856BE4,19943
15FEA765-1CE9-7B67-7AC1-61EF9063617E-2,19944
279A9D13-0C63-2975-7C13-1CB02624A649-0,19945
C3205A96-607B-A0ED-0B4D-57D2F66E30D3,19946
52AD5996-9B49-8C72-7E3A-04D3C129063F-2,19947
5E1AA465-64B2-0C7F-890F-54E4E4003C93-3,19948
5BF26C52-5133-3FB0-A63E-7506621C606A-2,19949
FA4E442E-6844-0E14-82DE-862610B3993C,19950
0DA0BCC6-7AD2-6A25-40EE-28992B4B0C24-0,19951
06AAF270-8F3B-05D5-5C89-AB708CD74467,19952
4BB85CB8-0664-03C5-74AB-096BC19F0DF0-0,19953
77F028E8-40F2-598F-42CE-78C05BB444C7-3,19954
134FA3CC-9804-0175-A0BA-7BCBCF406869-3,19955
196E8112-24F9-1B53-701B-7CC8E92D6C90-2,19956
77C4EC57-73D2-80D3-0CED-0B3DB3E24B7C-1,19957
3B2A2545-41CA-6D4F-A1F2-12B3DE0F143E-1,19958
7094D057-3536-72CD-8BA1-6793CA593428-0,19959
2636FE62-198A-27FD-1BB8-40AACC3E2493-2,19960
0A3FEF2E-3F32-9C21-7E80-00D36D819F47-2,19961
45715D7B-8F2F-A36C-4A0C-0618E16A3C26-0,19962
C2B20479-4CA6-88DE-9796-D1749985464E,19963
68FE9131-913E-339D-3DD8-1F2D4D11009A,19964
279EDF8C-73D2-49BB-502D-2DF98D3E9E53-3,19965
485A446F-3039-577C-29A7-466BC6FA3EC7-3,19966
39C639A1-58F4-34FE-9914-322F718751A2-1,19967
37267B04-0AAE-88AF-8305-0C95BD045B8E-0,19968
16422CFC-5EC8-2DE5-8B78-4B07091571CB-1,19969
033AFA3A-79F1-40A3-1961-1FB5EE589E51-2,19970
1BF18703-7C05-5683-0666-171BD17A8D5B-2,19971
0487E3EA-1351-75D8-3F1B-38F6FD1466C0-3,19972
683A4E41-189C-1F24-66DD-619C6BCB98D1-3,19973
0BCC3CC9-40FF-21C9-4A26-07E862EC7881-3,19974
60759E67-6BE2-8887-23EC-10D67A302FE9-2,19975
71AAC2CB-8888-A4DF-7339-61E16A7C36C1-1,19976
1BF03F1B-16DC-4D78-A70E-448452D685D4-0,19977
645876DF-8DE7-6FA3-6E02-7B9D0A0B394B-2,19978
741E2742-1D52-08E4-75C7-57E8A0E400AE-1,19979
245E1190-3484-58B4-7F6A-626A0C343C7A-0,19980
1D88EAEF-747B-4490-7F08-60C23B1115B6-3,19981
5F698FF2-1959-8713-2E35-4DB117E83919-2,19982
6EC5B4CF-1428-54BE-86AE-F5066FF2212B,19983
02D33F1D-95D9-29D6-54F0-793F25BA5429-0,19984
E33D4A8B-09A6-7E84-2E0E-443F84E7588F,19985
6A4A265A-17F5-524D-50A8-1D8E20C19171-0,19986
ZIP-38,19987
6232BB5C-1ACC-2BBA-174E-233E13810780-0,19988
0993BF8F-39F3-2A5B-3A8D-2391B81159A9-3,19989
5F22C385-2BE9-736D-3FA5-32C2F8FD4C42,19990
C741FD5D-4ACE-62E8-5ED7-2D9B64656A9D,19991
BCDCF28C-6696-028B-15DE-BCF0ECF8A5E1,19992
749ADE23-49F1-129C-6083-7474376122B7-0,19993
ZIP-32,19994
EF9F7171-2DEF-1490-7CD6-58FEBCEB4222,19995
35C41972-A1E5-A336-5576-6B03C7FA7430,19996
E5A73A7F-1EEE-2A89-22E6-1499996985CA,19997
274910FA-4AE7-9E42-14B4-32A0F24B1802-1,19998
8ED97829-0D30-4DDA-177F-5F02D6A29DA5,19999
1534B6CF-4656-1291-8BBB-512C82BB2AC1-2,20000
BDDE28D3-7691-8E65-7D66-FA6709911B61,20001
4314A6C1-3DD3-42D2-6ECE-2A16569F2B98-3,20002
3A78380E-0384-4D64-3C26-124BDFD847C8-3,20003
54CFE0E3-4E06-224A-22C8-B91C42ED13C4-1,20004
F5F23CAC-4F81-726C-9EDA-6F488CA370A5-3,20005
34236316-1C05-0BEE-5F11-05E36D048038-1,20006
48A0CB15-81E2-418E-37BA-3041867040E6-1,20007
6092922A-73F0-5924-5509-2D6F00D13D6A-2,20008
20701BB6-769B-2BE3-1E5F-70DA88208F78-0,20009
BDD0F183-48D5-6829-4907-6B2BE91D7420,20010
293CE2A6-38DD-73B0-44D0-7D475F0A2B1A-0,20011
20701BB6-769B-2BE3-1E5F-70DA88208F78-1,20012
100AF8AD-56C1-A4A0-7E1A-6D85011F823A-3,20013
8C04403B-1656-9557-346A-9008A46F2C68,20014
283AED52-4BC0-91F2-888D-626F10CC8D1A-0,20015
2EC8789E-373E-3D2F-51DD-36050E761D35,20016
6081ABF9-319C-8F5A-3817-9315B4F33C9F,20017
08E25496-2EA9-2682-2D83-0CD354763B31-1,20018
45E8AB80-720A-7A85-0B79-63D7897008A6-2,20019
20BC6A43-29C1-7F37-594B-FD1436414A01-3,20020
180540AA-1703-4160-4770-504FD6232586-2,20021
2C54BEB0-2661-298A-3D60-5FC7043D70FE-1,20022
25C0F97C-9893-5740-2F4C-63E8002B339B-2,20023
782875DD-6A7D-04B7-81E0-2C21734E3B3A-0,20024
C530FA3C-A363-4CC6-67FD-683D5EFA1D22,20025
2C9F4641-2972-2984-4A08-0679F10A0C6C-0,20026
ADA719C2-62D5-8064-3FB3-450264ED54E9,20027
6E651330-92B7-19B8-4BC4-6F747A810E50-3,20028
1088A177-8D7C-385B-9068-BD1CE5DD7CB2,20029
BC7857C3-89CC-7075-3C21-0422DF821D97-1,20030
34236316-1C05-0BEE-5F11-05E36D048038-0,20031
232D1D82-29BB-277B-7D5C-1172A954809B-3,20032
4E7107BC-93DE-3708-4CDE-76AC68AE1351-3,20033
BBB2F9F6-1ADD-842A-65B2-1CF09411451E,20034
4BB85CB8-0664-03C5-74AB-096BC19F0DF0-2,20035
12300CBC-1F27-32DD-6FC2-203B5B772A03-3,20036
3E1B23DD-0221-0A5C-1564-069331981D93-3,20037
11C9E826-48A0-A291-0099-23995272452B-1,20038
61B88B4E-4915-14A7-985F-4DA7BECD8B10-3,20039
5430FE07-0F33-633A-22A2-58FECB867570-0,20040
12A65640-06A2-0DBE-1E9C-5E995F818355-0,20041
1FEFAE58-807C-7BFD-A40C-38B00CEB3C66-3,20042
5430FE07-0F33-633A-22A2-58FECB867570-1,20043
2280B220-7115-46D0-52C7-79396C1A88DE-2,20044
2965932D-070D-9E0B-3444-448A9EEF01D3-2,20045
2280B220-7115-46D0-52C7-79396C1A88DE-3,20046
717CE202-8AE4-A281-9A07-5152EF0E6C8E-0,20047
095BB609-7266-A148-0230-16427DA14DB0-1,20048
304BF1A4-2AD5-0C48-7A85-1F63ADFC8BAC-2,20049
ZIP-19,20050
46336546-7147-0575-8FEE-02F5D19036BB-3,20051
3743BAB1-2BAF-437A-5756-A8CAF88E914A,20052
6AABFF3E-3D59-4586-4430-1DFD3B705E28-1,20053
76EA64DC-3CA9-A040-86A3-17A509FF53AF,20054
2140949C-3C51-4684-5A95-008BC80604E7-0,20055
53906BD0-1733-7D2E-2F84-8AAEAAEA6BF2,20056
45715D7B-8F2F-A36C-4A0C-0618E16A3C26-2,20057
4A073BB3-76A2-9478-2E1C-060123766E43-3,20058
ZIP-93,20059
9E2DB33D-742F-73FC-8EF1-64D59EAB566A,20060
754F9AE1-21F7-4FDA-067C-1E85E49F5949-2,20061
29C43A2F-3A1B-3140-63A7-44E084996F31-1,20062
78FAA064-11A5-7320-708D-4F7137DB8C06,20063
66C6094E-2D32-5682-4F61-53F4AB2D2C87-0,20064
739A273D-870F-5727-3C61-455A1AD60A9C-0,20065
2A5C074F-3AC8-2E6C-2D06-7288866C09A8-1,20066
0F91B728-4E01-3451-568B-5DF47B399A53-1,20067
73C2ED6D-47FC-289C-6B11-56B093098D18-3,20068
89207067-2D5C-5CFA-7BFB-143B8621719A,20069
A909EE9E-6828-833E-878F-9C498FCB1583,20070
CED9DECA-9036-5021-715E-8489A238734C,20071
FB164189-0D7C-2B4B-5010-74E5C06E97B2,20072
ZIP-97,20073
5BF52A6C-65DE-4591-77E8-4588766A0904-2,20075
57ABDD5A-05A4-7596-A4A0-2A2B0ADA5842-1,20076
3E6F5BEA-76FD-10D1-3034-76B8F8AA7B2B-1,20077
2F63B8AB-2869-9E2E-24C3-538ED6BE39A3-1,20078
501688F4-6BF8-8935-1F1C-2E0A6ECE34A1-3,20079
03136CED-88FB-8CA1-75AC-4A856C6E1117-1,20080
77F028E8-40F2-598F-42CE-78C05BB444C7-0,20081
7FFAEC10-153D-8C37-69B8-2032ED979E01-2,20082
68FA105F-8DEF-8ACA-6601-6164A6AD33B6-3,20083
51993818-190B-6849-2468-5589A0356C62-3,20084
3766F025-4C16-1D6B-4D16-787BF1A0398A-2,20085
93B28075-2657-946D-632F-98284E1B62B7,20086
FAAD2AD1-51B2-32C4-02A6-BD12D6119048,20087
1E4E2D7C-0039-2712-5F81-185E35815BFA-0,20088
1D88EAEF-747B-4490-7F08-60C23B1115B6-2,20089
782875DD-6A7D-04B7-81E0-2C21734E3B3A-3,20090
226750FA-0368-89FD-27F5-F26E20201B33,20091
3C8DF65B-1E25-8072-5AAC-D91117B75CCE,20092
2CEF2678-4338-8E51-48A3-4CB8EACE2FC9,20093
42D30683-47B1-5881-203A-472188F34B50-2,20094
EC1A8B97-39A5-265C-0E76-0FBA948F240F,20095
7FC10D4B-21BB-9BF6-62DD-20AB54B15FBE,20096
2460B6DC-5030-90B9-2DF9-30ACDEC262D4-0,20097
0C7006B4-2A63-98D0-426E-149D08191D3F-2,20098
683A4E41-189C-1F24-66DD-619C6BCB98D1-1,20099
36DD97AE-025B-9A5E-55D2-653EBA181E70-0,20100
219AFFF8-0F1D-82C4-2237-78D34C302237-3,20101
5BF3C8F4-0902-659D-8453-454355A08A40-2,20102
3FE1266C-7F25-0712-327A-47C3B0D706D4-0,20103
65408EAD-76CA-3890-0FF0-491BF6C47483-1,20104
13C03A76-7F21-0E4A-6C24-2E7CC47E9081-3,20105
69DE0603-78F3-432A-97E0-34D1756F9819-2,20106
62D172C8-39BF-333F-42C9-4F3D9E924169-0,20107
7ADF3939-A635-2B50-68A9-3DAEEDD5641F-2,20108
9333E436-850D-4EDE-185F-043E8F404E3F,20109
274910FA-4AE7-9E42-14B4-32A0F24B1802-3,20110
58663067-2E11-1801-0B0C-7791B096A606,20111
605CF34C-3A0C-7641-2FC4-6BF38173283F-1,20112
127ECEEE-4B4B-20CD-0BC7-0277AF4B8F68-3,20113
2017405D-61A1-6592-3CB5-3CDC4E4D4848,20114
561642F2-367C-6C81-74EF-2636FE1F657F,20115
0C7006B4-2A63-98D0-426E-149D08191D3F-0,20116
100AF8AD-56C1-A4A0-7E1A-6D85011F823A-0,20117
325E35BE-A18F-50EA-2E10-6921B0400A81,20118
63B06775-9068-01B7-3D38-5572455C2AAB-1,20119
2803F638-8E2A-9637-9980-6CC8D2840635,20120
1534B6CF-4656-1291-8BBB-512C82BB2AC1-3,20121
59411484-8678-7EF7-090B-B1DCC011A7AF,20122
12A65640-06A2-0DBE-1E9C-5E995F818355-3,20123
1B6C4297-268C-36FF-2BD6-B9AE9B6F8A54-1,20124
ZIP-48,20125
35A3187F-45FA-6933-92E8-7FCC969D9341-1,20126
2F959998-3238-1AAE-9457-318656C26238-2,20127
73C2ED6D-47FC-289C-6B11-56B093098D18-1,20128
7C8D3EB0-7081-6EE7-759A-59F513E7785A-0,20129
8B6968EE-69D7-44EF-9495-309C13828D36,20130
54DF9284-A5E7-90F8-19E9-7DE7F1BF3C1B-2,20131
6EC0DA65-4DD9-8E4A-9D54-19C13D558203-0,20132
01D923DB-5DA1-4CEC-630F-787632251F55-0,20133
7AF23298-53FC-49DD-9E18-E9880A537695-1,20134
62684AAF-61C3-1D0C-5EFF-7E3AC2ED05A2-1,20135
27AAC1EF-7CE5-59BE-52BB-D0A3E4258FFA,20136
03136CED-88FB-8CA1-75AC-4A856C6E1117-3,20137
4E357EFB-9502-0380-1655-0BD6ACDF2381-0,20138
134FA3CC-9804-0175-A0BA-7BCBCF406869-0,20139
576D5B97-5750-60AE-9EF4-6635775F15A2-0,20140
